"MEASURE - Index"

,YEAR,"2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Cabo Verde","  Industry activity",0.1749063134,0.2219268084,0.2428408563,0.2822523415,0.2344610393,0.3149120808,0.2080242187,0.4405832589,0.1001489013,0.4689199924,0.3395360708,0.4543453157
"Cabo Verde","  Access to finance",0.6422845721,0.6894667149,0.6934434772,0.7004607916,0.7182626128,0.7077869773,0.6841785312,0.6671356559,0.6657487154,0.690192163,0.691973567,0.6899053454
"Cambodia","Overall index",0.0986116827,0.0645167232,0.0838286355,0.1379323155,0.1168869734,0.1663125604,0.2106360048,0.263322413,0.2654175162,0.2136624157,0.273691088,0.2587780058
"Cambodia","  ICT",0.0915794447,0.0713119209,0.0700676069,0.0721788928,0.1279187053,0.2249309719,0.2122749537,0.271163702,0.3001922369,0.2120001018,0.3644233048,0.3275668323
"Cambodia","  Skills",0.2785066664,0.2712061405,0.2669532895,0.2615042329,0.2696362734,0.2646239102,0.2633460462,0.2654927373,0.2593365014,0.2317622453,0.2364438474,0.2372227609
"Cambodia","  Research and Development",0,0,0.0467835739,0,0.0797004029,0.0541897602,0.0537138581,0.0773587748,0.0518781506,0.0511035286,0.0895545781,0.0505421646
"Cambodia","  Industry activity",0.1432945281,0.1345670521,0.1160118952,0.2328899354,0.1469519287,0.3316156864,0.4144073129,0.4374818802,0.4519220293,0.3680311441,0.4216392636,0.4216393232
"Cambodia","  Access to finance",0.4487962127,0.5117302537,0.5005171895,0.5185158849,0.5363844633,0.5986123085,0.6360855103,0.6647301316,0.7104476094,0.7602103353,0.770976007,0.8114340901
"Cameroon","Overall index",0.114417538,0.1021082848,0.1026995704,0.1768168509,0.1551906317,0.119765155,0.1290220916,0.1518143415,0.2027392536,0.1637830436,0.1739980131,0.1548003405
"Cameroon","  ICT",0.1005871296,0.0828083158,0.084061332,0.0886580944,0.0778684914,0.0210857037,0.0325348489,0.0419879593,0.2511625886,0.1424676925,0.1718348414,0.1059160903
"Cameroon","  Skills",0.2308468372,0.2450479716,0.2461396456,0.2478717715,0.2587887943,0.2549586594,0.272059232,0.2827605307,0.2914071679,0.2556139231,0.2598240972,0.2597434819
"Cameroon","  Research and Development",0.0800912529,0,0.0350575186,0.0556603111,0.0982819721,0.1135764867,0.1074277461,0.0999498293,0.1132323071,0.1259688586,0.1499439329,0.1462077796
"Cameroon","  Industry activity",0.2919681668,0.4051943421,0.3299474716,0.4239771366,0.4261856377,0.4124946296,0.3434532583,0.3089662492,0.3098641932,0.3019405007,0.3147582412,0.2992577553
"Cameroon","  Access to finance",0.2966489494,0.314953655,0.3049306273,0.3187720478,0.3667628467,0.361196667,0.3277307153,0.3092894852,0.3229601979,0.3537367284,0.3380550146,0.3620994985
"Canada","Overall index",0.8631694913,0.8839167953,0.8647994399,0.8681138754,0.8885018826,0.9013904333,0.8967131376,0.9026815295,0.9003210068,0.8986004591,0.8815909028,0.8892986774
"Canada","  ICT",0.6067580581,0.6320403218,0.6495224237,0.6726831794,0.7493932843,0.7542029023,0.7033610344,0.7868013978,0.780683279,0.889652133,0.8677067757,0.8936824799
"Canada","  Skills",0.8488045931,0.8351504207,0.8314169645,0.805103898,0.8130561113,0.7913229465,0.7840122581,0.7771750093,0.7898727059,0.6958087087,0.7105275393,0.7093759179
"Canada","  Research and Development",0.7128437161,0.7177138925,0.705765903,0.7087613344,0.7164474726,0.7126247287,0.7098513842,0.6988292336,0.6956527233,0.6944668889,0.6968076825,0.6971716881
"Canada","  Industry activity",0.7371683717,0.7555857897,0.7533739805,0.7533091903,0.7219020724,0.7586240172,0.7356924415,0.7393845916,0.7440600991,0.7114840746,0.7057330012,0.7019382119
"Canada","  Access to finance",0.8533489704,0.8816048503,0.8653077483,0.8572067022,0.8556243777,0.8498074412,0.8355541825,0.8295218945,0.83551687,0.8628541231,0.8585573435,0.8646011949
"Chile","Overall index",0.4890813231,0.4973255694,0.5275918841,0.5514191389,0.5124211311,0.5706084967,0.5835351944,0.6103028655,0.6065275669,0.5622095466,0.5802944899,0.5732434988
"Chile","  ICT",0.4914358854,0.4562963545,0.5712558031,0.5893173218,0.4151439667,0.5640993714,0.5374510884,0.5908836722,0.5960243344,0.514324367,0.651083529,0.5955150127
"Chile","  Skills",0.5988202691,0.6053821445,0.6050804257,0.5735695362,0.5920965672,0.5811707377,0.5816611052,0.6069886088,0.6026639342,0.5355793238,0.5584314466,0.5589154959
"Chile","  Research and Development",0.2643665671,0.2600452602,0.2897452116,0.2952258587,0.4056601226,0.4048500955,0.4139765799,0.4157980978,0.3985961676,0.4075527191,0.3890915215,0.41149804
"Chile","  Industry activity",0.3417340815,0.4072511792,0.3796267807,0.4134205282,0.3493847847,0.4422478974,0.4159704745,0.4170568883,0.4314770103,0.3921810687,0.3676095307,0.354598105
"Chile","  Access to finance",0.770336926,0.8336749077,0.8211236596,0.8058335781,0.8113604784,0.8118206263,0.7983083725,0.7968193889,0.8039821982,0.8342708349,0.8350065351,0.849226594
"China","Overall index",0.6231313944,0.6299839616,0.6413650513,0.6803371906,0.7626082897,0.7232589126,0.7463006377,0.788118124,0.864839375,0.7603624463,0.7530825138,0.7622736096
"China","  ICT",0.2531004548,0.2175281048,0.2476167679,0.2805764973,0.4966772795,0.3429784775,0.3402557671,0.4066519439,0.6888541579,0.3622024059,0.4054952264,0.3962444961
"China","  Skills",0.3672845364,0.3746098578,0.3791115284,0.3740864396,0.3882625699,0.3817926645,0.3861222863,0.3913894594,0.4063223898,0.3606327176,0.3706126511,0.3744046688
"China","  Research and Development",0.8710009456,0.9278800488,0.9461269975,0.9722813964,0.9961233139,1,0.993909061,1,1,1,1,1
"China","  Industry activity",0.7546975613,0.7663540244,0.7448901534,0.7991838455,0.7957122922,0.8357654214,0.8343343735,0.8572283387,0.8529996872,0.8283153176,0.8322951794,0.8416211009
"China","  Access to finance",0.8200747371,0.837584734,0.8653098941,0.8610969782,0.8533430099,0.8574841619,0.8530898094,0.8591570854,0.8861044645,0.9204890132,0.9149442911,0.9263756275
"China, Hong Kong SAR","Overall index",0.7756090164,0.7677589059,0.8001918793,0.8081253171,0.8743013144,0.8143289089,0.8918505907,0.8636505604,0.8729884624,0.8691598773,0.8722136021,0.8818620443
"China, Hong Kong SAR","  ICT",0.7038016319,0.561934948,0.7430765629,0.7565966845,1,0.7449938059,1,0.8961216807,0.9089128971,0.9116615653,0.8866165876,0.8959203959
"China, Hong Kong SAR","  Skills",0.7728304863,0.75731498,0.749808073,0.7281750441,0.7310253978,0.7193083763,0.7202599645,0.7272663713,0.7361645699,0.6536756754,0.6655294299,0.6663047671
"China, Hong Kong SAR","  Research and Development",0.4217798114,0.4663646817,0.4668801725,0.4589799047,0.4856635034,0.4773855209,0.4623281062,0.4748650789,0.4881373942,0.5329245329,0.5783399343,0.5883584619
"China, Hong Kong SAR","  Industry activity",0.8170813918,0.8312104344,0.8150957227,0.8279024363,0.8101809621,0.8502863646,0.8331309557,0.8595991135,0.8726975918,0.8495702744,0.8570273519,0.8709151745
"China, Hong Kong SAR","  Access to finance",0.8741334677,0.9082372785,0.9154027104,0.9470749497,0.9603238106,0.9504396915,0.9640309811,0.9805194736,0.9601674676,0.9954963923,1,1
"Colombia","Overall index",0.3691432774,0.3731581271,0.3913909495,0.4162670076,0.3936267793,0.4126030505,0.4264466465,0.4338956773,0.4889131486,0.4315758049,0.4533061087,0.438111037
"Colombia","  ICT",0.3297238946,0.2799645364,0.3331307471,0.2840791047,0.3048427403,0.3540954292,0.3748622537,0.3750959635,0.5125332475,0.432133913,0.4705348313,0.4719495177
"Colombia","  Skills",0.504193604,0.4993173182,0.5013334155,0.495793283,0.4963711202,0.4820613563,0.4593559206,0.4713561237,0.4623410702,0.4066521227,0.4134866595,0.4131908119
"Colombia","  Research and Development",0.1975755841,0.2084081769,0.2246974409,0.2454268485,0.2873280942,0.298034668,0.3140766919,0.2932922244,0.3780962229,0.3634594977,0.4093298316,0.3665800691
"Colombia","  Industry activity",0.4268070161,0.495375663,0.4723838568,0.4940686822,0.4424197674,0.4816811383,0.4323553443,0.4296050072,0.462826848,0.4098855555,0.4245375991,0.4116414785
"Colombia","  Access to finance",0.558118701,0.619107306,0.6110523343,0.6228509545,0.6358920336,0.6483284831,0.6260228753,0.6211115718,0.5987337828,0.6257091761,0.636941731,0.6471253633
"Comoros","Overall index",0.0452038385,0.0019450762,0.0663376972,0.1509938687,0.0652191937,0.0482408963,0.0559845194,0.098559089,0.0934256017,0.1166434363,0.1116182506,0.1049479023
"Comoros","  ICT",0.1038902998,0.0807823092,0.082124494,0.0869653597,0.1495114714,0.0945114419,0.0883698463,0.0856559426,0.084730871,0.1925403476,0.1761789024,0.1390855461
"Comoros","  Skills",0.3054005802,0.2949693203,0.2811755836,0.2702904642,0.2672194242,0.2536491156,0.2455448955,0.2491017431,0.2415052503,0.2110520005,0.2139768749,0.2132881731
"Comoros","  Research and Development",0,0,0,0,0,0,0,0,0,0.0322427526,0,0
"Comoros","  Industry activity",0.0552971549,0,0.198727414,0.3854781687,0.1263658106,0.2118508071,0.1544639766,0.2488538027,0.2362042367,0.2410840392,0.3050346673,0.3250901997
"Comoros","  Access to finance",0.1904100925,0.2331598699,0.2688176334,0.3012153506,0.3258269727,0.3478790224,0.3154658079,0.2981429696,0.3349315822,0.3647685647,0.3687314391,0.3735433221
"Congo","Overall index",0.0484930798,0.0758192763,0.083673954,0.1543785781,0.1289712042,0.0716629103,0.0933464766,0.1500048339,0.1860680878,0.1073359251,0.132279247,0.1288425922
"Congo","  ICT",0.1004673243,0.0820059329,0.0883587599,0.0919439569,0.0828955099,0.0243379958,0.0253165402,0.0248293504,0.0252693444,0,0.0405537635,0.0138853965
"Congo","  Skills",0.2855139375,0.2726202011,0.2703219056,0.2556838095,0.2565538883,0.2309429646,0.2195446491,0.2205812186,0.2310671806,0.2116291821,0.222453922,0.221199885
"Congo","  Research and Development",0,0,0,0,0,0,0,0.0773587748,0.0654629618,0.0748653337,0.0895545781,0.0824306905
"Congo","  Industry activity",0.2684527934,0.4229949117,0.370411694,0.4398740828,0.4485712349,0.4252968431,0.3547448814,0.3872313499,0.4849401712,0.3356701434,0.3887996972,0.4608132541
"Congo","  Access to finance",0,0.0661413297,0.1383256316,0.1953566223,0.2583781481,0.2979944944,0.2872007489,0.3060797453,0.4155719578,0.4367904365,0.4324725568,0.3901810944
"Congo, Dem. Rep. of the","Overall index",0.065268591,0.1156126335,0.1152074412,0.1193117201,0.056668926,0.0288665034,0.0214462895,0,0.0173572432,0.0068644634,0,0
"Congo, Dem. Rep. of the","  ICT",0.1940618753,0.14430058,0.1407162994,0.139872998,0.1275214851,0.0712033138,0.0661169887,0.0657075271,0.0665338486,0.0133360755,0.0318540595,0.0346172489
"Congo, Dem. Rep. of the","  Skills",0.166213274,0.153533861,0.1670178026,0.1561700255,0.1626480222,0.1590562016,0.1409942806,0.1414964646,0.1443217397,0.1336794943,0.135458976,0.1434222758
"Congo, Dem. Rep. of the","  Research and Development",0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Dem. Rep. of the","  Industry activity",0.4090744853,0.6392191052,0.5266164541,0.4530028403,0.4581764638,0.4054588974,0.4043241739,0.1506753117,0.284812212,0.326197058,0.3285173774,0.2983418405
"Congo, Dem. Rep. of the","  Access to finance",0.0419124365,0.1685179621,0.1551524848,0.0687663779,0.1166064292,0.1495050639,0.1113661677,0.0894295275,0.1108366549,0.1742786616,0.101773344,0.1344847381
"Costa Rica","Overall index",0.4280449748,0.4068165123,0.4110442102,0.4485909641,0.4443162382,0.4633948803,0.490696162,0.5201783776,0.480614692,0.4574749768,0.4932855666,0.508094728
"Costa Rica","  ICT",0.2337712944,0.2028136551,0.2239500731,0.2389103025,0.3067747653,0.2751694322,0.3671948016,0.3461281657,0.3751090169,0.4118494987,0.5359697342,0.5546393394
"Costa Rica","  Skills",0.5522996187,0.5555503964,0.5484611392,0.5313493013,0.5324534178,0.5169737339,0.5542292595,0.5471223593,0.5298243165,0.4657448828,0.4843894541,0.4921401143
"Costa Rica","  Research and Development",0.0800912529,0.0720966011,0.0555648655,0.0702354759,0.1050262377,0.1770770997,0.1074277461,0.1826168448,0.1437670439,0.155002296,0.1594998986,0.1498901546
"Costa Rica","  Industry activity",0.7445487976,0.7643857598,0.7840202451,0.8222653866,0.8189735413,0.8627994657,0.8598429561,0.8755870461,0.7193681598,0.6328278184,0.6448242068,0.6851534843
"Costa Rica","  Access to finance",0.6349936724,0.676825285,0.6494354606,0.6265116334,0.6432114244,0.6448874474,0.6304149032,0.630851388,0.6441280842,0.6849367619,0.6882436275,0.7005087137
"Côte d'Ivoire","Overall index",0.145336777,0.1313896626,0.1276468337,0.1459064037,0.1119392365,0.0673138648,0.050983876,0.1127150208,0.142518878,0.1133036017,0.1462116092,0.1557143778
"Côte d'Ivoire","  ICT",0.0976785719,0.0774841681,0.0767981634,0.0794974715,0.0698356032,0.0097026452,0.0195830949,0.052081272,0.1462464184,0.2676856518,0.3004274368,0.2911302447
"Côte d'Ivoire","  Skills",0.1751164794,0.163187623,0.1479058713,0.1387799084,0.1351421922,0.1174933985,0.1078634635,0.1032555029,0.096718505,0.0845176801,0.0942785442,0.0942254514
"Côte d'Ivoire","  Research and Development",0,0.0360482857,0.0350575186,0,0,0,0,0.0528055653,0.0654629618,0.0511035286,0.0740694776,0.1010842845
"Côte d'Ivoire","  Industry activity",0.4906785488,0.5241698623,0.4800797403,0.4297852814,0.4924052358,0.4909349978,0.3376882374,0.378385365,0.400839299,0.264385581,0.3239806294,0.3439305425
"Côte d'Ivoire","  Access to finance",0.4363216162,0.4384713471,0.4259226918,0.4272192121,0.4510724247,0.4399753511,0.4125649631,0.3937692046,0.4272335768,0.463683486,0.4840592742,0.492762059
"Croatia","Overall index",0.5490425229,0.5366435051,0.5540754199,0.5761137009,0.5614748001,0.5473751426,0.5774560571,0.5850710273,0.5860704184,0.5759714842,0.6091808081,0.5648078918
"Croatia","  ICT",0.5115376711,0.555952847,0.5633350015,0.5938091874,0.6083844304,0.5941308737,0.5731460452,0.5736984611,0.5732392669,0.7322680354,0.7429667115,0.6988949776
"Croatia","  Skills",0.6506074071,0.6408089995,0.6330068707,0.6158810854,0.6148660183,0.6183738112,0.657945931,0.6681421399,0.6643881202,0.5797185898,0.5866220593,0.5874769092
"Croatia","  Research and Development",0.3205116093,0.2111702412,0.2849613726,0.2469474524,0.2824412882,0.2066573948,0.2641407549,0.2819300592,0.2930108905,0.232765764,0.3320565522,0.2404127866
"Croatia","  Industry activity",0.5190243125,0.5747075677,0.5631532669,0.6126118898,0.5778236985,0.6432723403,0.6015512347,0.6041288376,0.6207029223,0.5984550714,0.6216267347,0.6116702557
"Croatia","  Access to finance",0.7056933045,0.7345302105,0.7252067924,0.7223773599,0.7322177887,0.7286015749,0.7028383613,0.6847142577,0.6757445931,0.6858281493,0.6705968976,0.6730400324
"Cyprus","Overall index",0.5682712793,0.6042090654,0.592158258,0.6008185744,0.5934591293,0.6135843992,0.6417248249,0.658770442,0.697478652,0.6952823997,0.6876963973,0.6915986538
"Cyprus","  ICT",0.2957127094,0.3346506357,0.3434557319,0.3846791089,0.3895635903,0.5163357854,0.5010986328,0.5417194366,0.5520932674,0.6892951131,0.7172658443,0.717246592
"Cyprus","  Skills",0.6776061058,0.6721517444,0.6683554053,0.6693037152,0.6311234832,0.6190313697,0.6101715565,0.6177188754,0.6186170578,0.5412920117,0.5660150647,0.5657761097
"Cyprus","  Research and Development",0.2286132276,0.324275732,0.3050200045,0.1868941039,0.2827562988,0.2102594227,0.2491714954,0.2856959105,0.3798454404,0.3999067545,0.3631677628,0.4148152173
"Cyprus","  Industry activity",0.6044499278,0.6502061486,0.6458537579,0.6833652854,0.6654317975,0.7111163735,0.7423850298,0.6903142929,0.7271697521,0.6526655555,0.6836163402,0.6835976243
"Cyprus","  Access to finance",0.9330200553,1,1,1,1,1,1,1,1,1,0.9666442275,0.8921525478
"Czechia","Overall index",0.7180927992,0.7181125283,0.68563205,0.7036153078,0.7164511681,0.7264730334,0.7351241708,0.7259421945,0.7160852551,0.7595806122,0.7562294602,0.7520298362
"Czechia","  ICT",0.8829116821,0.68142277,0.5830402374,0.5936726928,0.6023599505,0.5902175903,0.5671015382,0.5495247245,0.5414562821,0.8044730425,0.8151872158,0.8000983
"Czechia","  Skills",0.7623884082,0.7590146661,0.7619326711,0.7351600528,0.7572739124,0.7455079556,0.7404759526,0.7565449476,0.7510842681,0.6689981818,0.6796861887,0.680406034
"Czechia","  Research and Development",0.4450532794,0.4468861818,0.4566462934,0.4757181704,0.5211641788,0.5210413337,0.5372906923,0.5200304389,0.5149722099,0.5190718174,0.5109893084,0.4977748096
"Czechia","  Industry activity",0.7089371085,0.7425552607,0.7196410298,0.7501892447,0.7470186353,0.7916232944,0.7712399364,0.7811461687,0.773560226,0.7400317192,0.7539460063,0.7682073712
"Czechia","  Access to finance",0.6078013182,0.6482692361,0.637721777,0.6369718313,0.65348804,0.6525185108,0.6322951317,0.6096348763,0.6135674119,0.6471045017,0.6451917887,0.6568450928
"Denmark","Overall index",0.8732972741,0.8518968225,0.8620496392,0.8956562877,0.8889570832,0.9358164072,0.9340898395,0.9154331088,0.8717058301,0.9227427244,0.9203916192,0.9150519371
"Denmark","  ICT",0.8996599317,0.6877790093,0.783649385,0.9347556829,0.9269194603,0.9366237521,0.9035854936,0.8765608668,0.7297899723,1,1,0.9942845106
"Denmark","  Skills",0.8881413937,0.8794131279,0.8812531829,0.8593771458,0.8690525293,0.9263135195,0.9352467656,0.9445794225,0.9358280301,0.8309081793,0.8465658426,0.8470548987
"Denmark","  Research and Development",0.5286076069,0.5497777462,0.556009233,0.5660082698,0.5619155765,0.5676285028,0.5581899881,0.5624668002,0.5475046039,0.561958611,0.5665957928,0.5583658218
"Denmark","  Industry activity",0.6645950675,0.6971279383,0.6920117736,0.70010674,0.6805823445,0.7382560968,0.7090852261,0.7265036106,0.7317434549,0.7377957106,0.7440621853,0.7448793054
"Denmark","  Access to finance",0.9374252558,0.976873517,0.9735553265,0.955928266,0.9436722994,0.9318345189,0.916225791,0.9092091322,0.911266923,0.9340285659,0.924190104,0.9273351431
"Djibouti","Overall index",0.0348634534,0.0153070977,0.0279850699,0.1070920527,0.0329440199,0.0384690762,0.000780322,0.0227574892,0.0757665858,0.0294271745,0.0140841296,0.0723349974
"Djibouti","  ICT",0.096207343,0.0766360611,0.0785413235,0.0894546732,0.0904263183,0.031926658,0.0365096442,0.0394646451,0.2587816119,0.1270336509,0.0768885314,0.264041692
"Djibouti","  Skills",0.0559534505,0.0548655838,0.0442266874,0.0345583558,0.0378052443,0.0187783409,0.0087611619,0.0044316971,0,0,0,0
"Djibouti","  Research and Development",0,0,0,0,0,0,0,0,0,0,0,0
"Djibouti","  Industry activity",0.1564981341,0.2273981869,0.2032043934,0.3778815567,0.246700868,0.5163102746,0.311314851,0.2686192393,0.3122414649,0.3230601847,0.3289342225,0.3589130938
"Djibouti","  Access to finance",0.493675679,0.519861877,0.5402812362,0.5597609282,0.5557312965,0.5357511044,0.4409584701,0.4151887298,0.4095484912,0.4210280478,0.4293422699,0.4434319437
"Dominican Republic","Overall index",0.2708816528,0.2503461838,0.2619862258,0.3210470974,0.2581607699,0.2746422887,0.2620374262,0.3004965484,0.3013667166,0.3167108595,0.3295880854,0.3261229396
"Dominican Republic","  ICT",0.2411957234,0.1995689273,0.2556419373,0.3418180346,0.3468645215,0.3413523436,0.3403587639,0.3458253741,0.4181087017,0.5589270592,0.5387262702,0.5212115049
"Dominican Republic","  Skills",0.4589906335,0.4501318932,0.4532318115,0.4238266945,0.4229680598,0.4135388434,0.4094317257,0.3938426673,0.3885513246,0.3672288954,0.3624098003,0.3638439476
"Dominican Republic","  Research and Development",0,0.0360482857,0.0350575186,0.0351177454,0,0.0435007922,0,0.0744068846,0.0327314734,0.0322427526,0.0505602807,0.0637770966
"Dominican Republic","  Industry activity",0.4799654782,0.5032961965,0.4527818859,0.5049039721,0.4444082975,0.5320759416,0.4742228687,0.4866968691,0.4970816374,0.4341796637,0.512496233,0.5084455609
"Dominican Republic","  Access to finance",0.4759626687,0.4842735231,0.4707852304,0.475040704,0.4911926389,0.4815559983,0.4532712996,0.4458777308,0.455193162,0.4888887703,0.4909390211,0.5016657114
"Ecuador","Overall index",0.2049179226,0.1845711023,0.236727953,0.2974112928,0.2543767095,0.2784815133,0.2959828973,0.3279231489,0.3561553657,0.3179338276,0.331758976,0.3403626978
"Ecuador","  ICT",0.1304394007,0.1215341091,0.2458608598,0.2753677368,0.3349658251,0.3781508207,0.4070637226,0.4146664739,0.4582582414,0.3306597769,0.4287469983,0.4441048801
"Ecuador","  Skills",0.4500991106,0.4391594827,0.4261732697,0.4139032662,0.4128667116,0.399227947,0.3932106495,0.3949114978,0.4016107917,0.3656523228,0.3760775328,0.3805097044
"Ecuador","  Research and Development",0,0,0.0814010724,0.0907780603,0.1050262377,0.1367597133,0.1488542259,0.1943321228,0.2210974544,0.2848764062,0.2609389424,0.2922844887
"Ecuador","  Industry activity",0.2659859657,0.3320392668,0.2960626781,0.3769589365,0.2586899102,0.351627022,0.3014368117,0.3061005473,0.3785937726,0.3258019984,0.3185607493,0.2629306912
"Ecuador","  Access to finance",0.4967208505,0.5031497478,0.4778261185,0.4926638007,0.5129548311,0.5139036179,0.4821043313,0.4638400972,0.4668152034,0.505676806,0.5319300294,0.5665432215
"Egypt","Overall index",0.359785974,0.357848525,0.3314239681,0.3439342082,0.3132551908,0.3403756022,0.4292963147,0.3900197148,0.4204553366,0.3999943435,0.3659462333,0.3812322617
"Egypt","  ICT",0.1677312553,0.1445307434,0.1548046619,0.1691123098,0.1647239178,0.1327477247,0.4545948803,0.2625555694,0.279513061,0.2643220127,0.2703440189,0.2815945446
"Egypt","  Skills",0.5648760796,0.5335019231,0.5052245855,0.4695891142,0.4894432425,0.5232499838,0.55057019,0.5448929071,0.5279394388,0.4710370302,0.4553845227,0.452617079
"Egypt","  Research and Development",0.2255579829,0.3071311116,0.296718657,0.2558468878,0.3094363213,0.3727597892,0.3272736073,0.2843664587,0.3936617374,0.3870654404,0.3603205979,0.4239342511
"Egypt","  Industry activity",0.3047233522,0.3926454782,0.3535993695,0.3961913884,0.3257906139,0.4139906168,0.3596821129,0.4565339684,0.4562885463,0.4040018916,0.4217453897,0.4079736769
"Egypt","  Access to finance",0.6421243548,0.6450249553,0.5868393183,0.5595037937,0.557439208,0.5239547491,0.4794202149,0.4496877193,0.4584394693,0.5474182367,0.5018562675,0.4866013527
"El Salvador","Overall index",0.2776554227,0.2483273894,0.261441052,0.2806575,0.2531799376,0.2555689812,0.2488448471,0.2809226811,0.298315078,0.2719797194,0.2830167413,0.2708149552
"El Salvador","  ICT",0.1206257567,0.0977913141,0.1164066717,0.1298311353,0.2014195025,0.1650674194,0.2263904363,0.292139858,0.2939276397,0.2868752182,0.29801929,0.2953484058
"El Salvador","  Skills",0.4388925135,0.4395083487,0.3947054744,0.3712210953,0.3711773753,0.3582273424,0.3462567329,0.3399052024,0.3211937845,0.2723619044,0.2709749937,0.270437628
"El Salvador","  Research and Development",0,0,0.0701150671,0,0.0350087434,0.0683798641,0,0,0.0760001391,0.0748653337,0.1011205539,0.0740429088
"El Salvador","  Industry activity",0.4751389325,0.5189575553,0.4997796714,0.5606456399,0.5021554828,0.5790867209,0.5192043185,0.5268840194,0.5313311815,0.5080134869,0.5399158597,0.5213320851
"El Salvador","  Access to finance",0.6683300734,0.684908092,0.6589513421,0.6406558156,0.6382910013,0.6297426224,0.6133657694,0.6051260233,0.6117117405,0.6432283521,0.6448739171,0.658762455
"Estonia","Overall index",0.6763568521,0.6063129306,0.6482561827,0.6976399422,0.7002547383,0.7062661648,0.6913149357,0.7094876766,0.6862307191,0.6956928968,0.7214352489,0.7221243382
"Estonia","  ICT",0.6589155197,0.4540050626,0.5489010811,0.7251822352,0.7182658911,0.7189697623,0.6794775724,0.7216760516,0.7311171889,0.915376246,0.8920488358,0.8894747496
"Estonia","  Skills",0.834186554,0.8056904078,0.8252831697,0.809779048,0.8240919709,0.8112214804,0.7974445224,0.7942204475,0.7887680531,0.6900856495,0.7116974592,0.7111167312
"Estonia","  Research and Development",0.2517147362,0.1531305462,0.229414165,0.1842953712,0.2889485955,0.2666113675,0.258449167,0.3075955808,0.2415477186,0.2026585788,0.3117769361,0.3258011937
"Estonia","  Industry activity",0.6198854446,0.6763762832,0.646473527,0.6967023611,0.6956381202,0.7449917793,0.7194232941,0.7351294756,0.7346782088,0.7079854012,0.698415935,0.6975318789
"Estonia","  Access to finance",0.7708250284,0.8087519407,0.8179962039,0.7895120978,0.7532087564,0.7331894636,0.7008447051,0.6802145243,0.6905466318,0.7225006223,0.6986819506,0.6971592307
"Eswatini","Overall index",0.3085718155,0.2869330943,0.2496522069,0.2696706951,0.1956398785,0.1678846329,0.2228270322,0.1969216317,0.2045328766,0.19354707,0.278054297,0.2696396708
"Eswatini","  ICT",0.1102148667,0.0883209258,0.1023544669,0.1140489727,0.1117069423,0.0922566801,0.1013438478,0.1161737889,0.1206631809,0.2019848228,0.1963870823,0.2788878381
"Eswatini","  Skills",0.3777264953,0.3689813316,0.3608130515,0.3509913385,0.3577571511,0.3340390325,0.3248573542,0.3183214664,0.312209785,0.2733199596,0.276774615,0.275801897
"Eswatini","  Research and Development",0.046301607,0.0814549327,0,0,0,0,0.0338896737,0,0.0518781506,0.0644854754,0.0824602693,0.0740429088
"Eswatini","  Industry activity",0.7506654263,0.7242521644,0.652571559,0.6269064546,0.4853449762,0.5322554708,0.5554769635,0.4601469636,0.4663967192,0.4025155008,0.7087697983,0.5585537553
"Eswatini","  Access to finance",0.4810026884,0.4797586799,0.4606324434,0.4364474118,0.4861823618,0.4473365545,0.4269478321,0.4039284289,0.396334976,0.4279316366,0.4243007004,0.4362469912
"Ethiopia","Overall index",0.0532695465,0.0532144271,0.077358298,0.1172131374,0.0347628668,0.0408203974,0.0494313985,0.0648630857,0.0664367378,0.0696622059,0.0631912798,0.0543619208
"Ethiopia","  ICT",0.0929832682,0.0723917484,0.0697770938,0.1397734582,0.127672106,0.0706612766,0.0724376589,0.0760672763,0.0883334801,0.1462902129,0.1133587956,0.0498283468
"Ethiopia","  Skills",0.100826703,0.1039660871,0.1094195694,0.093585372,0.0871554092,0.0724128038,0.0673699081,0.0635026917,0.0572954863,0.0492060743,0.0503338091,0.0505462065
"Ethiopia","  Research and Development",0.0546707697,0.057135202,0.0814010724,0.0556603111,0.0554875508,0.1225696132,0.1488542259,0.1056111455,0.1364878118,0.161213696,0.1636240482,0.1851880699
"Ethiopia","  Industry activity",0.1303961128,0.3115043938,0.3257867694,0.3105774224,0.1652872711,0.3170075417,0.2270838618,0.2324895561,0.2115170509,0.1938884109,0.2419941425,0.2454203516
"Ethiopia","  Access to finance",0.4524561465,0.4494023919,0.4266277254,0.4191625416,0.4357960522,0.4300846457,0.3896451294,0.3610875607,0.3622978032,0.3873679638,0.3864707053,0.3991048336
"Fiji","Overall index",0.3292491138,0.2930165231,0.28946805,0.3202587962,0.3252989054,0.4040042758,0.4194309413,0.4255575538,0.4156056046,0.3438809812,0.3716831505,0.3749402463
"Fiji","  ICT",0.1442942023,0.1203496829,0.1305456609,0.1541764885,0.2896302938,0.5288297534,0.5137426257,0.4955642223,0.4967404604,0.2917438447,0.3840858936,0.4403533936
"Fiji","  Skills",0.5423466563,0.5363798738,0.5181871653,0.5017318726,0.5194824934,0.5180542469,0.5090015531,0.5226536393,0.5123473406,0.4565689266,0.464099139,0.4643501341
