country_code,YEARS,tech_overall_index,  ICT,  skills,research_dev,  Industry_activity,finance_access
CAN,2014,0.896713138,0.703361034,0.784012258,0.709851384,0.735692442,0.835554183
CAN,2015,0.90268153,0.786801398,0.777175009,0.698829234,0.739384592,0.829521895
CAN,2016,0.900321007,0.780683279,0.789872706,0.695652723,0.744060099,0.83551687
CAN,2017,0.898600459,0.889652133,0.695808709,0.694466889,0.711484075,0.862854123
CAN,2018,0.881590903,0.867706776,0.710527539,0.696807683,0.705733001,0.858557344
CAN,2019,0.889298677,0.89368248,0.709375918,0.697171688,0.701938212,0.864601195
CHL,2008,0.489081323,0.491435885,0.598820269,0.264366567,0.341734082,0.770336926
CHL,2009,0.497325569,0.456296355,0.605382145,0.26004526,0.407251179,0.833674908
CHL,2010,0.527591884,0.571255803,0.605080426,0.289745212,0.379626781,0.82112366
CHL,2011,0.551419139,0.589317322,0.573569536,0.295225859,0.413420528,0.805833578
CHL,2012,0.512421131,0.415143967,0.592096567,0.405660123,0.349384785,0.811360478
CHL,2013,0.570608497,0.564099371,0.581170738,0.404850096,0.442247897,0.811820626
CHL,2014,0.583535194,0.537451088,0.581661105,0.41397658,0.415970475,0.798308373
CHL,2015,0.610302866,0.590883672,0.606988609,0.415798098,0.417056888,0.796819389
CHL,2016,0.606527567,0.596024334,0.602663934,0.398596168,0.43147701,0.803982198
CHL,2017,0.562209547,0.514324367,0.535579324,0.407552719,0.392181069,0.834270835
CHL,2018,0.58029449,0.651083529,0.558431447,0.389091522,0.367609531,0.835006535
CHL,2019,0.573243499,0.595515013,0.558915496,0.41149804,0.354598105,0.849226594
CHN,2008,0.623131394,0.253100455,0.367284536,0.871000946,0.754697561,0.820074737
CHN,2009,0.629983962,0.217528105,0.374609858,0.927880049,0.766354024,0.837584734
CHN,2010,0.641365051,0.247616768,0.379111528,0.946126998,0.744890153,0.865309894
CHN,2011,0.680337191,0.280576497,0.37408644,0.972281396,0.799183846,0.861096978
CHN,2012,0.76260829,0.49667728,0.38826257,0.996123314,0.795712292,0.85334301
CHN,2013,0.723258913,0.342978478,0.381792665,1,0.835765421,0.857484162
CHN,2014,0.746300638,0.340255767,0.386122286,0.993909061,0.834334374,0.853089809
CHN,2015,0.788118124,0.406651944,0.391389459,1,0.857228339,0.859157085
CHN,2016,0.864839375,0.688854158,0.40632239,1,0.852999687,0.886104465
CHN,2017,0.760362446,0.362202406,0.360632718,1,0.828315318,0.920489013
CHN,2018,0.753082514,0.405495226,0.370612651,1,0.832295179,0.914944291
CHN,2019,0.76227361,0.396244496,0.374404669,1,0.841621101,0.926375628
HKG,2008,0.775609016,0.703801632,0.772830486,0.421779811,0.817081392,0.874133468
HKG,2009,0.767758906,0.561934948,0.75731498,0.466364682,0.831210434,0.908237279
HKG,2010,0.800191879,0.743076563,0.749808073,0.466880173,0.815095723,0.91540271
HKG,2011,0.808125317,0.756596685,0.728175044,0.458979905,0.827902436,0.94707495
HKG,2012,0.874301314,1,0.731025398,0.485663503,0.810180962,0.960323811
HKG,2013,0.814328909,0.744993806,0.719308376,0.477385521,0.850286365,0.950439692
HKG,2014,0.891850591,1,0.720259965,0.462328106,0.833130956,0.964030981
HKG,2015,0.86365056,0.896121681,0.727266371,0.474865079,0.859599114,0.980519474
HKG,2016,0.872988462,0.908912897,0.73616457,0.488137394,0.872697592,0.960167468
HKG,2017,0.869159877,0.911661565,0.653675675,0.532924533,0.849570274,0.995496392
HKG,2018,0.872213602,0.886616588,0.66552943,0.578339934,0.857027352,1
HKG,2019,0.881862044,0.895920396,0.666304767,0.588358462,0.870915175,1
COL,2008,0.369143277,0.329723895,0.504193604,0.197575584,0.426807016,0.558118701
COL,2009,0.373158127,0.279964536,0.499317318,0.208408177,0.495375663,0.619107306
COL,2010,0.39139095,0.333130747,0.501333416,0.224697441,0.472383857,0.611052334
COL,2011,0.416267008,0.284079105,0.495793283,0.245426849,0.494068682,0.622850955
COL,2012,0.393626779,0.30484274,0.49637112,0.287328094,0.442419767,0.635892034
COL,2013,0.412603051,0.354095429,0.482061356,0.298034668,0.481681138,0.648328483
COL,2014,0.426446647,0.374862254,0.459355921,0.314076692,0.432355344,0.626022875
COL,2015,0.433895677,0.375095964,0.471356124,0.293292224,0.429605007,0.621111572
COL,2016,0.488913149,0.512533248,0.46234107,0.378096223,0.462826848,0.598733783
COL,2017,0.431575805,0.432133913,0.406652123,0.363459498,0.409885556,0.625709176
COL,2018,0.453306109,0.470534831,0.41348666,0.409329832,0.424537599,0.636941731
COL,2019,0.438111037,0.471949518,0.413190812,0.366580069,0.411641479,0.647125363
COM,2008,0.045203839,0.1038903,0.30540058,0,0.055297155,0.190410093
COM,2009,0.001945076,0.080782309,0.29496932,0,0,0.23315987
COM,2010,0.066337697,0.082124494,0.281175584,0,0.198727414,0.268817633
COM,2011,0.150993869,0.08696536,0.270290464,0,0.385478169,0.301215351
COM,2012,0.065219194,0.149511471,0.267219424,0,0.126365811,0.325826973
COM,2013,0.048240896,0.094511442,0.253649116,0,0.211850807,0.347879022
COM,2014,0.055984519,0.088369846,0.245544896,0,0.154463977,0.315465808
COM,2015,0.098559089,0.085655943,0.249101743,0,0.248853803,0.29814297
COM,2016,0.093425602,0.084730871,0.24150525,0,0.236204237,0.334931582
COM,2017,0.116643436,0.192540348,0.211052001,0.032242753,0.241084039,0.364768565
COM,2018,0.111618251,0.176178902,0.213976875,0,0.305034667,0.368731439
COM,2019,0.104947902,0.139085546,0.213288173,0,0.3250902,0.373543322
COG,2008,0.04849308,0.100467324,0.285513938,0,0.268452793,0
COG,2009,0.075819276,0.082005933,0.272620201,0,0.422994912,0.06614133
COG,2010,0.083673954,0.08835876,0.270321906,0,0.370411694,0.138325632
COG,2011,0.154378578,0.091943957,0.25568381,0,0.439874083,0.195356622
COG,2012,0.128971204,0.08289551,0.256553888,0,0.448571235,0.258378148
COG,2013,0.07166291,0.024337996,0.230942965,0,0.425296843,0.297994494
COG,2014,0.093346477,0.02531654,0.219544649,0,0.354744881,0.287200749
COG,2015,0.150004834,0.02482935,0.220581219,0.077358775,0.38723135,0.306079745
COG,2016,0.186068088,0.025269344,0.231067181,0.065462962,0.484940171,0.415571958
COG,2017,0.107335925,0,0.211629182,0.074865334,0.335670143,0.436790437
COG,2018,0.132279247,0.040553764,0.222453922,0.089554578,0.388799697,0.432472557
COG,2019,0.128842592,0.013885397,0.221199885,0.082430691,0.460813254,0.390181094
COD,2008,0.065268591,0.194061875,0.166213274,0,0.409074485,0.041912437
COD,2009,0.115612634,0.14430058,0.153533861,0,0.639219105,0.168517962
COD,2010,0.115207441,0.140716299,0.167017803,0,0.526616454,0.155152485
COD,2011,0.11931172,0.139872998,0.156170026,0,0.45300284,0.068766378
COD,2012,0.056668926,0.127521485,0.162648022,0,0.458176464,0.116606429
COD,2013,0.028866503,0.071203314,0.159056202,0,0.405458897,0.149505064
COD,2014,0.02144629,0.066116989,0.140994281,0,0.404324174,0.111366168
COD,2015,0,0.065707527,0.141496465,0,0.150675312,0.089429528
COD,2016,0.017357243,0.066533849,0.14432174,0,0.284812212,0.110836655
COD,2017,0.006864463,0.013336076,0.133679494,0,0.326197058,0.174278662
COD,2018,0,0.03185406,0.135458976,0,0.328517377,0.101773344
COD,2019,0,0.034617249,0.143422276,0,0.298341841,0.134484738
CRI,2008,0.428044975,0.233771294,0.552299619,0.080091253,0.744548798,0.634993672
CRI,2009,0.406816512,0.202813655,0.555550396,0.072096601,0.76438576,0.676825285
CRI,2010,0.41104421,0.223950073,0.548461139,0.055564866,0.784020245,0.649435461
CRI,2011,0.448590964,0.238910303,0.531349301,0.070235476,0.822265387,0.626511633
CRI,2012,0.444316238,0.306774765,0.532453418,0.105026238,0.818973541,0.643211424
CRI,2013,0.46339488,0.275169432,0.516973734,0.1770771,0.862799466,0.644887447
CRI,2014,0.490696162,0.367194802,0.55422926,0.107427746,0.859842956,0.630414903
CRI,2015,0.520178378,0.346128166,0.547122359,0.182616845,0.875587046,0.630851388
CRI,2016,0.480614692,0.375109017,0.529824317,0.143767044,0.71936816,0.644128084
CRI,2017,0.457474977,0.411849499,0.465744883,0.155002296,0.632827818,0.684936762
CRI,2018,0.493285567,0.535969734,0.484389454,0.159499899,0.644824207,0.688243628
CRI,2019,0.508094728,0.554639339,0.492140114,0.149890155,0.685153484,0.700508714
CIV,2008,0.145336777,0.097678572,0.175116479,0,0.490678549,0.436321616
CIV,2009,0.131389663,0.077484168,0.163187623,0.036048286,0.524169862,0.438471347
CIV,2010,0.127646834,0.076798163,0.147905871,0.035057519,0.48007974,0.425922692
CIV,2011,0.145906404,0.079497472,0.138779908,0,0.429785281,0.427219212
CIV,2012,0.111939237,0.069835603,0.135142192,0,0.492405236,0.451072425
CIV,2013,0.067313865,0.009702645,0.117493399,0,0.490934998,0.439975351
CIV,2014,0.050983876,0.019583095,0.107863464,0,0.337688237,0.412564963
CIV,2015,0.112715021,0.052081272,0.103255503,0.052805565,0.378385365,0.393769205
CIV,2016,0.142518878,0.146246418,0.096718505,0.065462962,0.400839299,0.427233577
CIV,2017,0.113303602,0.267685652,0.08451768,0.051103529,0.264385581,0.463683486
CIV,2018,0.146211609,0.300427437,0.094278544,0.074069478,0.323980629,0.484059274
CIV,2019,0.155714378,0.291130245,0.094225451,0.101084285,0.343930543,0.492762059
HRV,2008,0.549042523,0.511537671,0.650607407,0.320511609,0.519024313,0.705693305
HRV,2009,0.536643505,0.555952847,0.640809,0.211170241,0.574707568,0.734530211
HRV,2010,0.55407542,0.563335002,0.633006871,0.284961373,0.563153267,0.725206792
HRV,2011,0.576113701,0.593809187,0.615881085,0.246947452,0.61261189,0.72237736
HRV,2012,0.5614748,0.60838443,0.614866018,0.282441288,0.577823699,0.732217789
HRV,2013,0.547375143,0.594130874,0.618373811,0.206657395,0.64327234,0.728601575
HRV,2014,0.577456057,0.573146045,0.657945931,0.264140755,0.601551235,0.702838361
HRV,2015,0.585071027,0.573698461,0.66814214,0.281930059,0.604128838,0.684714258
HRV,2016,0.586070418,0.573239267,0.66438812,0.293010891,0.620702922,0.675744593
HRV,2017,0.575971484,0.732268035,0.57971859,0.232765764,0.598455071,0.685828149
HRV,2018,0.609180808,0.742966712,0.586622059,0.332056552,0.621626735,0.670596898
HRV,2019,0.564807892,0.698894978,0.587476909,0.240412787,0.611670256,0.673040032
CYP,2008,0.568271279,0.295712709,0.677606106,0.228613228,0.604449928,0.933020055
CYP,2009,0.604209065,0.334650636,0.672151744,0.324275732,0.650206149,1
CYP,2010,0.592158258,0.343455732,0.668355405,0.305020005,0.645853758,1
CYP,2011,0.600818574,0.384679109,0.669303715,0.186894104,0.683365285,1
CYP,2012,0.593459129,0.38956359,0.631123483,0.282756299,0.665431798,1
CYP,2013,0.613584399,0.516335785,0.61903137,0.210259423,0.711116374,1
CYP,2014,0.641724825,0.501098633,0.610171557,0.249171495,0.74238503,1
CYP,2015,0.658770442,0.541719437,0.617718875,0.285695911,0.690314293,1
CYP,2016,0.697478652,0.552093267,0.618617058,0.37984544,0.727169752,1
CYP,2017,0.6952824,0.689295113,0.541292012,0.399906755,0.652665556,1
CYP,2018,0.687696397,0.717265844,0.566015065,0.363167763,0.68361634,0.966644228
CYP,2019,0.691598654,0.717246592,0.56577611,0.414815217,0.683597624,0.892152548
CZE,2008,0.718092799,0.882911682,0.762388408,0.445053279,0.708937109,0.607801318
CZE,2009,0.718112528,0.68142277,0.759014666,0.446886182,0.742555261,0.648269236
CZE,2010,0.68563205,0.583040237,0.761932671,0.456646293,0.71964103,0.637721777
CZE,2011,0.703615308,0.593672693,0.735160053,0.47571817,0.750189245,0.636971831
CZE,2012,0.716451168,0.602359951,0.757273912,0.521164179,0.747018635,0.65348804
CZE,2013,0.726473033,0.59021759,0.745507956,0.521041334,0.791623294,0.652518511
CZE,2014,0.735124171,0.567101538,0.740475953,0.537290692,0.771239936,0.632295132
CZE,2015,0.725942195,0.549524725,0.756544948,0.520030439,0.781146169,0.609634876
CZE,2016,0.716085255,0.541456282,0.751084268,0.51497221,0.773560226,0.613567412
CZE,2017,0.759580612,0.804473043,0.668998182,0.519071817,0.740031719,0.647104502
CZE,2018,0.75622946,0.815187216,0.679686189,0.510989308,0.753946006,0.645191789
CZE,2019,0.752029836,0.8000983,0.680406034,0.49777481,0.768207371,0.656845093
DNK,2008,0.873297274,0.899659932,0.888141394,0.528607607,0.664595068,0.937425256
DNK,2009,0.851896823,0.687779009,0.879413128,0.549777746,0.697127938,0.976873517
DNK,2010,0.862049639,0.783649385,0.881253183,0.556009233,0.692011774,0.973555327
DNK,2011,0.895656288,0.934755683,0.859377146,0.56600827,0.70010674,0.955928266
DNK,2012,0.888957083,0.92691946,0.869052529,0.561915577,0.680582345,0.943672299
DNK,2013,0.935816407,0.936623752,0.92631352,0.567628503,0.738256097,0.931834519
DNK,2014,0.93408984,0.903585494,0.935246766,0.558189988,0.709085226,0.916225791
DNK,2015,0.915433109,0.876560867,0.944579423,0.5624668,0.726503611,0.909209132
DNK,2016,0.87170583,0.729789972,0.93582803,0.547504604,0.731743455,0.911266923
DNK,2017,0.922742724,1,0.830908179,0.561958611,0.737795711,0.934028566
DNK,2018,0.920391619,1,0.846565843,0.566595793,0.744062185,0.924190104
DNK,2019,0.915051937,0.994284511,0.847054899,0.558365822,0.744879305,0.927335143
DJI,2008,0.034863453,0.096207343,0.055953451,0,0.156498134,0.493675679
DJI,2009,0.015307098,0.076636061,0.054865584,0,0.227398187,0.519861877
DJI,2010,0.02798507,0.078541324,0.044226687,0,0.203204393,0.540281236
DJI,2011,0.107092053,0.089454673,0.034558356,0,0.377881557,0.559760928
DJI,2012,0.03294402,0.090426318,0.037805244,0,0.246700868,0.555731297
DJI,2013,0.038469076,0.031926658,0.018778341,0,0.516310275,0.535751104
DJI,2014,0.000780322,0.036509644,0.008761162,0,0.311314851,0.44095847
DJI,2015,0.022757489,0.039464645,0.004431697,0,0.268619239,0.41518873
DJI,2016,0.075766586,0.258781612,0,0,0.312241465,0.409548491
DJI,2017,0.029427175,0.127033651,0,0,0.323060185,0.421028048
DJI,2018,0.01408413,0.076888531,0,0,0.328934223,0.42934227
DJI,2019,0.072334997,0.264041692,0,0,0.358913094,0.443431944
DOM,2008,0.270881653,0.241195723,0.458990634,0,0.479965478,0.475962669
DOM,2009,0.250346184,0.199568927,0.450131893,0.036048286,0.503296197,0.484273523
DOM,2010,0.261986226,0.255641937,0.453231812,0.035057519,0.452781886,0.47078523
DOM,2011,0.321047097,0.341818035,0.423826695,0.035117745,0.504903972,0.475040704
DOM,2012,0.25816077,0.346864522,0.42296806,0,0.444408298,0.491192639
DOM,2013,0.274642289,0.341352344,0.413538843,0.043500792,0.532075942,0.481555998
DOM,2014,0.262037426,0.340358764,0.409431726,0,0.474222869,0.4532713
DOM,2015,0.300496548,0.345825374,0.393842667,0.074406885,0.486696869,0.445877731
DOM,2016,0.301366717,0.418108702,0.388551325,0.032731473,0.497081637,0.455193162
DOM,2017,0.31671086,0.558927059,0.367228895,0.032242753,0.434179664,0.48888877
DOM,2018,0.329588085,0.53872627,0.3624098,0.050560281,0.512496233,0.490939021
DOM,2019,0.32612294,0.521211505,0.363843948,0.063777097,0.508445561,0.501665711
ECU,2008,0.204917923,0.130439401,0.450099111,0,0.265985966,0.496720851
ECU,2009,0.184571102,0.121534109,0.439159483,0,0.332039267,0.503149748
ECU,2010,0.236727953,0.24586086,0.42617327,0.081401072,0.296062678,0.477826119
ECU,2011,0.297411293,0.275367737,0.413903266,0.09077806,0.376958937,0.492663801
ECU,2012,0.25437671,0.334965825,0.412866712,0.105026238,0.25868991,0.512954831
ECU,2013,0.278481513,0.378150821,0.399227947,0.136759713,0.351627022,0.513903618
ECU,2014,0.295982897,0.407063723,0.39321065,0.148854226,0.301436812,0.482104331
ECU,2015,0.327923149,0.414666474,0.394911498,0.194332123,0.306100547,0.463840097
ECU,2016,0.356155366,0.458258241,0.401610792,0.221097454,0.378593773,0.466815203
ECU,2017,0.317933828,0.330659777,0.365652323,0.284876406,0.325801998,0.505676806
ECU,2018,0.331758976,0.428746998,0.376077533,0.260938942,0.318560749,0.531930029
ECU,2019,0.340362698,0.44410488,0.380509704,0.292284489,0.262930691,0.566543222
EGY,2008,0.359785974,0.167731255,0.56487608,0.225557983,0.304723352,0.642124355
EGY,2009,0.357848525,0.144530743,0.533501923,0.307131112,0.392645478,0.645024955
EGY,2010,0.331423968,0.154804662,0.505224586,0.296718657,0.35359937,0.586839318
EGY,2011,0.343934208,0.16911231,0.469589114,0.255846888,0.396191388,0.559503794
EGY,2012,0.313255191,0.164723918,0.489443243,0.309436321,0.325790614,0.557439208
EGY,2013,0.340375602,0.132747725,0.523249984,0.372759789,0.413990617,0.523954749
EGY,2014,0.429296315,0.45459488,0.55057019,0.327273607,0.359682113,0.479420215
EGY,2015,0.390019715,0.262555569,0.544892907,0.284366459,0.456533968,0.449687719
EGY,2016,0.420455337,0.279513061,0.527939439,0.393661737,0.456288546,0.458439469
EGY,2017,0.399994344,0.264322013,0.47103703,0.38706544,0.404001892,0.547418237
EGY,2018,0.365946233,0.270344019,0.455384523,0.360320598,0.42174539,0.501856268
EGY,2019,0.381232262,0.281594545,0.452617079,0.423934251,0.407973677,0.486601353
SLV,2008,0.277655423,0.120625757,0.438892514,0,0.475138933,0.668330073
SLV,2009,0.248327389,0.097791314,0.439508349,0,0.518957555,0.684908092
SLV,2010,0.261441052,0.116406672,0.394705474,0.070115067,0.499779671,0.658951342
SLV,2011,0.2806575,0.129831135,0.371221095,0,0.56064564,0.640655816
SLV,2012,0.253179938,0.201419503,0.371177375,0.035008743,0.502155483,0.638291001
SLV,2013,0.255568981,0.165067419,0.358227342,0.068379864,0.579086721,0.629742622
SLV,2014,0.248844847,0.226390436,0.346256733,0,0.519204319,0.613365769
SLV,2015,0.280922681,0.292139858,0.339905202,0,0.526884019,0.605126023
SLV,2016,0.298315078,0.29392764,0.321193785,0.076000139,0.531331182,0.611711741
SLV,2017,0.271979719,0.286875218,0.272361904,0.074865334,0.508013487,0.643228352
SLV,2018,0.283016741,0.29801929,0.270974994,0.101120554,0.53991586,0.644873917
SLV,2019,0.270814955,0.295348406,0.270437628,0.074042909,0.521332085,0.658762455
EST,2008,0.676356852,0.65891552,0.834186554,0.251714736,0.619885445,0.770825028
EST,2009,0.606312931,0.454005063,0.805690408,0.153130546,0.676376283,0.808751941
EST,2010,0.648256183,0.548901081,0.82528317,0.229414165,0.646473527,0.817996204
EST,2011,0.697639942,0.725182235,0.809779048,0.184295371,0.696702361,0.789512098
EST,2012,0.700254738,0.718265891,0.824091971,0.288948596,0.69563812,0.753208756
EST,2013,0.706266165,0.718969762,0.81122148,0.266611368,0.744991779,0.733189464
EST,2014,0.691314936,0.679477572,0.797444522,0.258449167,0.719423294,0.700844705
EST,2015,0.709487677,0.721676052,0.794220448,0.307595581,0.735129476,0.680214524
EST,2016,0.686230719,0.731117189,0.788768053,0.241547719,0.734678209,0.690546632
EST,2017,0.695692897,0.915376246,0.69008565,0.202658579,0.707985401,0.722500622
EST,2018,0.721435249,0.892048836,0.711697459,0.311776936,0.698415935,0.698681951
EST,2019,0.722124338,0.88947475,0.711116731,0.325801194,0.697531879,0.697159231
SWZ,2008,0.308571816,0.110214867,0.377726495,0.046301607,0.750665426,0.481002688
SWZ,2009,0.286933094,0.088320926,0.368981332,0.081454933,0.724252164,0.47975868
SWZ,2010,0.249652207,0.102354467,0.360813052,0,0.652571559,0.460632443
SWZ,2011,0.269670695,0.114048973,0.350991339,0,0.626906455,0.436447412
SWZ,2012,0.195639879,0.111706942,0.357757151,0,0.485344976,0.486182362
SWZ,2013,0.167884633,0.09225668,0.334039033,0,0.532255471,0.447336555
SWZ,2014,0.222827032,0.101343848,0.324857354,0.033889674,0.555476964,0.426947832
SWZ,2015,0.196921632,0.116173789,0.318321466,0,0.460146964,0.403928429
SWZ,2016,0.204532877,0.120663181,0.312209785,0.051878151,0.466396719,0.396334976
SWZ,2017,0.19354707,0.201984823,0.27331996,0.064485475,0.402515501,0.427931637
SWZ,2018,0.278054297,0.196387082,0.276774615,0.082460269,0.708769798,0.4243007
SWZ,2019,0.269639671,0.278887838,0.275801897,0.074042909,0.558553755,0.436246991
ETH,2008,0.053269547,0.092983268,0.100826703,0.05467077,0.130396113,0.452456147
ETH,2009,0.053214427,0.072391748,0.103966087,0.057135202,0.311504394,0.449402392
ETH,2010,0.077358298,0.069777094,0.109419569,0.081401072,0.325786769,0.426627725
ETH,2011,0.117213137,0.139773458,0.093585372,0.055660311,0.310577422,0.419162542
ETH,2012,0.034762867,0.127672106,0.087155409,0.055487551,0.165287271,0.435796052
ETH,2013,0.040820397,0.070661277,0.072412804,0.122569613,0.317007542,0.430084646
ETH,2014,0.049431399,0.072437659,0.067369908,0.148854226,0.227083862,0.389645129
ETH,2015,0.064863086,0.076067276,0.063502692,0.105611146,0.232489556,0.361087561
ETH,2016,0.066436738,0.08833348,0.057295486,0.136487812,0.211517051,0.362297803
ETH,2017,0.069662206,0.146290213,0.049206074,0.161213696,0.193888411,0.387367964
ETH,2018,0.06319128,0.113358796,0.050333809,0.163624048,0.241994143,0.386470705
ETH,2019,0.054361921,0.049828347,0.050546207,0.18518807,0.245420352,0.399104834
FJI,2008,0.329249114,0.144294202,0.542346656,0.096835278,0.313413858,0.75613451
FJI,2009,0.293016523,0.120349683,0.536379874,0.057135202,0.391162604,0.799696267
FJI,2010,0.28946805,0.130545661,0.518187165,0.070115067,0.353343517,0.791514576
FJI,2011,0.320258796,0.154176489,0.501731873,0.035117745,0.405526668,0.767552733
FJI,2012,0.325298905,0.289630294,0.519482493,0.090496294,0.352927774,0.747837126
FJI,2013,0.404004276,0.528829753,0.518054247,0.068379864,0.47818026,0.745957196
FJI,2014,0.419430941,0.513742626,0.509001553,0.132403269,0.411034942,0.719456673
FJI,2015,0.425557554,0.495564222,0.522653639,0.13016437,0.438093036,0.700091124
FJI,2016,0.415605605,0.49674046,0.512347341,0.136487812,0.393626511,0.724755168
FJI,2017,0.343880981,0.291743845,0.456568927,0.141620353,0.359157175,0.768287897
FJI,2018,0.371683151,0.384085894,0.464099139,0.159858614,0.375870436,0.769744575
FJI,2019,0.374940246,0.440353394,0.464350134,0.105931439,0.382453203,0.796516955
FIN,2008,0.845492661,0.752145171,0.911136806,0.515155792,0.792300522,0.751068056
FIN,2009,0.850274682,0.594200432,0.888408482,0.548745215,0.855488122,0.783991873
FIN,2010,0.825391173,0.612284362,0.882153273,0.529087186,0.828002989,0.783015311
FIN,2011,0.876204073,0.844008625,0.850224137,0.523566186,0.810879111,0.779753923
FIN,2012,0.874242425,0.828334391,0.862505019,0.547040641,0.779841363,0.78441
FIN,2013,0.897899628,0.857907414,0.850363076,0.538040698,0.813010693,0.784304261
FIN,2014,0.888289869,0.804575205,0.848094583,0.552096307,0.768688917,0.768845856
FIN,2015,0.880171657,0.77976352,0.873628616,0.548971891,0.782857716,0.759386241
FIN,2016,0.865098953,0.742569804,0.872986496,0.553741038,0.778086662,0.768488586
FIN,2017,0.878893256,0.886557818,0.768401802,0.576470494,0.741175413,0.794531822
FIN,2018,0.873343945,0.875661194,0.788014948,0.589265108,0.743190229,0.789607346
FIN,2019,0.874251306,0.876913428,0.787581205,0.598051548,0.728860676,0.797297716
FRA,2008,0.854751408,0.566397786,0.876305938,0.795116901,0.754032731,0.783175767
FRA,2009,0.931073904,0.745648742,0.864537418,0.799659073,0.780181587,0.815961957
FRA,2010,0.910633445,0.762348235,0.847439468,0.803167343,0.766414344,0.80478245
FRA,2011,0.911836803,0.767450035,0.821384013,0.798470318,0.802550852,0.798691511
FRA,2012,0.922042728,0.780086935,0.834684312,0.798204005,0.778593361,0.801646709
FRA,2013,0.93207556,0.775456965,0.816096544,0.784751833,0.826270104,0.795238316
FRA,2014,0.940757752,0.739740968,0.80895406,0.794882357,0.821904123,0.776310921
FRA,2015,0.925851524,0.767219365,0.796935976,0.774293363,0.82757777,0.762404442
FRA,2016,0.921425641,0.763821065,0.801034153,0.769202411,0.824507892,0.770282269
FRA,2017,0.902279854,0.78510654,0.713186026,0.759125352,0.804369211,0.803097069
FRA,2018,0.894702911,0.832555711,0.720407128,0.743637443,0.795200527,0.809200406
FRA,2019,0.894892812,0.843519628,0.719938755,0.728144467,0.791076064,0.82346791
GAB,2008,0.240331471,0.120563418,0.50144577,0,0.463296235,0.321358711
GAB,2009,0.175417095,0.096175209,0.47658062,0,0.40695712,0.290817112
GAB,2010,0.209968314,0.103914022,0.467476368,0,0.461057633,0.3000516
GAB,2011,0.259636432,0.115291581,0.44839105,0.035117745,0.504407704,0.246412724
GAB,2012,0.213669449,0.12154723,0.441466659,0.035008743,0.453886628,0.30228591
GAB,2013,0.265591413,0.162267491,0.422043324,0,0.655621946,0.333379716
GAB,2014,0.271042436,0.181750551,0.413041711,0,0.573761702,0.351849735
GAB,2015,0.287669659,0.206967577,0.4135212,0,0.581248224,0.313721806
GAB,2016,0.323846787,0.240299165,0.412213057,0.051878151,0.617341876,0.314020872
GAB,2017,0.268683881,0.169763118,0.356380731,0,0.621787906,0.327031344
GAB,2018,0.307269871,0.285385341,0.360962421,0.06379997,0.648828924,0.254990518
GAB,2019,0.332053334,0.342864543,0.367709875,0.063777097,0.629068553,0.3268601
GMB,2008,0.019071434,0.119111516,0.187844485,0,0.053767413,0.263029933
GMB,2009,0.03216973,0.098239109,0.176092237,0,0.261178702,0.292640835
GMB,2010,0.066058859,0.100911915,0.171443477,0,0.341934115,0.278425068
GMB,2011,0.086974032,0.107526995,0.147120222,0,0.293099284,0.278994888
GMB,2012,0.03655738,0.103981808,0.131183296,0,0.312477231,0.321308971
GMB,2013,0,0.052905571,0.11277435,0,0.366275191,0.308733791
GMB,2014,0,0.058175344,0.104213744,0,0.283183664,0.258473456
GMB,2015,0.049238332,0.062174588,0.110056728,0.066633225,0.310743332,0.193879098
GMB,2016,0.031550642,0.067549832,0.103173457,0.051878151,0.282764733,0.193381429
GMB,2017,0.013032587,0.17071788,0.089821234,0,0.22475113,0.217642307
GMB,2018,0.013795983,0.161574483,0.090709142,0.031899985,0.291153431,0.110430002
GMB,2019,0.001986189,0.107688189,0.089946762,0.031888541,0.273942322,0.171741948
GEO,2008,0.326173723,0.33574003,0.520558119,0.096835278,0.355232656,0.583270431
GEO,2009,0.296795636,0.252512723,0.53051275,0.083701551,0.384935051,0.596832693
GEO,2010,0.298671216,0.255614102,0.505051792,0.098418921,0.392303258,0.564729989
GEO,2011,0.350585729,0.30373174,0.50502646,0.070235476,0.466950864,0.554402709
GEO,2012,0.367339701,0.481296122,0.508704424,0.12954776,0.403523833,0.574219942
GEO,2013,0.379772455,0.475156248,0.49412781,0.157077268,0.474728584,0.585259318
GEO,2014,0.396543294,0.530308664,0.490545332,0.145262703,0.403194726,0.579781234
GEO,2015,0.41193983,0.536442101,0.503873825,0.126848161,0.434917837,0.589464247
GEO,2016,0.431374967,0.529764295,0.513725162,0.141463086,0.50876534,0.619316161
GEO,2017,0.409999996,0.515376627,0.473328561,0.159736857,0.409867168,0.679783702
GEO,2018,0.434898853,0.553998292,0.494642109,0.178160206,0.453815728,0.673994303
GEO,2019,0.435845047,0.548237681,0.49140054,0.183514968,0.454844356,0.700787008
DEU,2008,0.938843727,0.816013038,0.881467819,0.824709535,0.786744177,0.802056491
DEU,2009,0.934215248,0.643791854,0.865098596,0.8401016,0.81149739,0.826444626
DEU,2010,0.917974472,0.6582461,0.863069296,0.844164074,0.807900429,0.813378394
DEU,2011,0.962269366,0.873481453,0.837925136,0.847106516,0.81649977,0.780660272
DEU,2012,0.973707616,0.871410489,0.85475266,0.850640118,0.797661424,0.773334324
